transaction_id,account_id,txn_date,category,channel,amount
T0043216,A000897,2024-05-29,POS,Mobile,-88.92
T0043217,A000897,2024-02-25,Salary,Mobile,1676.97
T0043218,A000897,2025-07-11,POS,Mobile,-44.26
T0043219,A000897,2025-09-18,Bill,Web,-138.43
T0043220,A000897,2025-10-02,Bill,Mobile,-84.68
T0043221,A000897,2024-08-13,Salary,Web,1473.75
T0043222,A000897,2025-08-29,Salary,Mobile,1694.63
T0043223,A000897,2024-03-20,POS,Mobile,-87.09
T0043224,A000897,2025-06-25,Bill,Web,-58.55
T0043225,A000897,2024-12-22,Bill,Mobile,-115.3
T0043226,A000897,2024-11-14,Online,POS,-0.06
T0043227,A000897,2025-07-08,Online,Mobile,-80.41
T0043228,A000897,2025-10-03,ATM,Mobile,-54.1
T0043229,A000897,2025-08-12,Online,Web,-86.06
T0043230,A000897,2025-07-17,Online,Web,-1.04
T0043231,A000897,2025-08-06,Bill,Mobile,-71.7
T0043232,A000897,2025-09-04,POS,Mobile,-47.69
T0043233,A000897,2025-05-16,Transfer,Mobile,-390.68
T0043234,A000897,2024-10-30,POS,POS,-57.15
T0043235,A000897,2025-06-28,POS,Web,-83.1
T0043236,A000897,2025-02-03,Online,POS,-18.38
T0043237,A000897,2024-11-28,Salary,Web,3050.4
T0043238,A000897,2024-06-26,Online,Branch,-51.33
T0043239,A000897,2025-10-06,POS,Web,-24.04
T0043240,A000897,2024-05-02,POS,Mobile,-43.86
T0043241,A000897,2024-09-08,POS,Web,-98.53
T0043242,A000897,2024-07-28,Transfer,POS,-355.73
T0043243,A000897,2025-06-22,POS,Mobile,-67.66
T0043244,A000897,2024-04-26,Online,ATM,-87.2
T0043245,A000897,2025-06-29,Transfer,POS,53.71
T0043246,A000897,2024-03-27,Online,Web,-60.08
T0043247,A000897,2025-05-22,Online,Mobile,-27.37
T0043248,A000897,2025-04-09,Transfer,Mobile,-490.95
T0043249,A000897,2024-11-16,Refund,Web,8.67
T0043250,A000897,2024-10-01,Interest,Web,1.83
T0043251,A000897,2024-10-02,Fee,Mobile,-25.0
T0043252,A000897,2024-08-08,POS,Mobile,-55.89
T0043253,A000897,2025-09-09,Transfer,Mobile,152.9
T0043254,A000897,2024-04-12,Salary,Mobile,2116.5
T0043255,A000897,2024-11-18,POS,Web,-69.43
T0043256,A000897,2024-07-31,Bill,POS,-70.91
T0043257,A000897,2025-01-23,Interest,Mobile,2.02
T0043258,A000897,2024-04-22,POS,Mobile,-23.75
T0043259,A000897,2024-10-13,POS,Mobile,-33.04
T0043260,A000897,2025-04-30,POS,Web,-67.79
T0043261,A000897,2025-05-29,Salary,Web,1807.71
T0043262,A000897,2024-07-20,POS,POS,-45.64
T0043263,A000897,2024-09-13,POS,POS,-14.77
T0043264,A000897,2024-04-04,Online,Mobile,-32.38
T0043265,A000897,2024-12-24,Interest,Mobile,1.72
T0043266,A000897,2024-06-26,Bill,POS,-135.04
T0043267,A000897,2025-09-18,ATM,Mobile,7.25
T0043268,A000897,2025-08-12,Online,Mobile,-25.57
T0043269,A000897,2025-08-15,POS,ATM,-37.02
T0043270,A000897,2024-12-22,Online,Mobile,-52.84
T0043271,A000897,2024-04-18,Transfer,Mobile,562.73
T0043272,A000897,2024-02-28,Online,ATM,-26.89
T0043273,A000897,2024-07-14,ATM,Web,-79.05
T0043274,A000897,2024-05-22,POS,Mobile,-83.17
T0043275,A000897,2025-09-09,POS,Mobile,-27.16
T0043276,A000897,2025-06-26,Refund,Mobile,22.11
T0043277,A000897,2024-06-28,POS,Web,-52.1
T0043278,A000897,2024-06-20,POS,Mobile,-6.95
T0043279,A000897,2024-12-16,POS,Mobile,-62.81
T0043280,A000897,2024-08-09,POS,POS,-51.99
T0043281,A000897,2025-01-02,POS,POS,-15.53
T0043282,A000897,2024-06-01,POS,POS,-104.77
T0043283,A000897,2025-01-21,POS,Web,-74.83
T0043284,A000897,2025-04-20,Bill,POS,-93.71
T0043285,A000897,2025-08-01,POS,Web,-18.09
T0043286,A000897,2025-08-25,Online,Web,-34.02
T0043287,A000897,2025-07-10,POS,Web,-61.99
T0043288,A000897,2025-06-20,POS,Web,-80.59
T0043289,A000897,2024-08-26,ATM,ATM,-34.45
T0043290,A000897,2025-02-02,ATM,Mobile,-80.1
T0043291,A000898,2025-05-10,POS,Mobile,-63.97
T0043292,A000898,2025-07-02,POS,Web,-83.85
T0043293,A000898,2025-07-31,Transfer,Web,79.12
T0043294,A000898,2025-07-02,POS,Mobile,-54.38
T0043295,A000898,2025-08-14,Online,Mobile,24.53
T0043296,A000898,2025-09-07,POS,Mobile,-44.46
T0043297,A000898,2025-09-22,Transfer,POS,-436.08
T0043298,A000898,2025-04-27,Online,Mobile,-67.23
T0043299,A000898,2024-11-21,POS,ATM,-28.2
T0043300,A000898,2025-06-26,Transfer,POS,-341.78
T0043301,A000898,2025-01-23,Transfer,Web,-497.61
T0043302,A000898,2025-05-05,Salary,Mobile,2910.52
T0043303,A000898,2025-09-01,Fee,Web,-15.0
T0043304,A000898,2025-07-02,POS,POS,-77.97
T0043305,A000898,2025-03-27,POS,Mobile,-38.87
T0043306,A000898,2025-03-21,POS,Mobile,-39.42
T0043307,A000898,2025-04-26,Salary,Web,1883.73
T0043308,A000898,2025-08-16,Transfer,Web,-275.91
T0043309,A000898,2025-01-03,POS,Web,-21.43
T0043310,A000898,2025-01-28,Transfer,Web,-362.74
T0043311,A000898,2025-07-02,POS,Mobile,-53.62
T0043312,A000898,2025-04-22,Online,Mobile,-19.77
T0043313,A000898,2024-12-03,POS,Branch,-27.99
T0043314,A000898,2025-03-13,Salary,Mobile,2142.05
T0043315,A000898,2025-08-25,Online,Mobile,-34.8
T0043316,A000898,2025-05-26,Salary,Mobile,1967.24
T0043317,A000898,2024-12-16,Salary,Mobile,1861.06
T0043318,A000898,2025-01-29,POS,Web,-50.26
T0043319,A000898,2025-04-13,Bill,Mobile,-49.21
T0043320,A000898,2025-01-08,POS,ATM,-46.99
T0043321,A000898,2025-06-17,POS,Mobile,12.92
T0043322,A000898,2025-03-06,Interest,Mobile,1.98
T0043323,A000898,2025-08-22,Refund,Mobile,46.01
T0043324,A000898,2024-11-19,Bill,POS,-36.21
T0043325,A000898,2025-10-09,POS,POS,-52.57
T0043326,A000898,2025-03-22,Transfer,Mobile,-69.79
T0043327,A000898,2025-03-31,Bill,POS,-11.9
T0043328,A000898,2024-12-17,Online,Mobile,-52.82
T0043329,A000898,2024-11-14,POS,ATM,-12.48
T0043330,A000898,2025-06-09,ATM,Mobile,-10.6
T0043331,A000898,2025-07-07,Online,Web,-51.08
T0043332,A000898,2025-09-05,Bill,Mobile,-32.55
T0043333,A000898,2025-03-13,POS,Web,-4.1
T0043334,A000898,2025-03-06,ATM,Mobile,-120.07
T0043335,A000898,2025-04-30,POS,POS,0.11
T0043336,A000898,2025-06-29,Bill,Web,-92.4
T0043337,A000898,2025-07-05,POS,Mobile,-70.64
T0043338,A000898,2025-04-03,Salary,Web,1907.36
T0043339,A000898,2025-09-22,Fee,Mobile,-5.0
T0043340,A000898,2025-09-30,Bill,POS,-95.01
T0043341,A000898,2025-09-07,POS,Mobile,-44.23
T0043342,A000898,2025-09-30,Bill,Mobile,-82.89
T0043343,A000898,2025-01-05,Online,ATM,-60.04
T0043344,A000898,2025-06-25,Online,Web,-57.88
T0043345,A000898,2025-02-02,Salary,Mobile,2351.29
T0043346,A000898,2025-09-02,Online,Web,-55.96
T0043347,A000898,2025-09-10,ATM,Web,-169.6
T0043348,A000898,2025-04-06,ATM,POS,-2.32
T0043349,A000898,2025-06-23,Bill,POS,-11.35
T0043350,A000898,2025-07-30,Online,ATM,-40.32
T0043351,A000898,2025-05-29,Bill,Mobile,-6.0
T0043352,A000898,2025-03-28,Online,ATM,4.28
T0043353,A000898,2025-04-12,POS,Web,-40.8
T0043354,A000898,2024-12-25,Transfer,Mobile,-288.72
T0043355,A000898,2024-12-02,Salary,Mobile,1851.18
T0043356,A000898,2024-12-03,POS,Mobile,-38.57
T0043357,A000898,2024-11-26,POS,Mobile,4.38
T0043358,A000898,2025-02-12,Bill,Mobile,5.06
T0043359,A000898,2024-12-10,POS,Mobile,27.52
T0043360,A000898,2025-04-05,POS,ATM,-11.74
T0043361,A000898,2025-05-07,Online,POS,-65.08
T0043362,A000898,2025-05-21,POS,Web,-51.15
T0043363,A000898,2025-04-20,POS,ATM,-97.03
T0043364,A000898,2025-01-13,Online,Web,-48.3
T0043365,A000898,2025-04-01,Transfer,Mobile,-291.34
T0043366,A000898,2025-03-11,Online,ATM,-79.47
T0043367,A000898,2025-02-10,ATM,Mobile,-63.09
T0043368,A000898,2025-07-21,Bill,Mobile,10.8
T0043369,A000898,2025-07-12,POS,ATM,-65.28
T0043370,A000898,2025-04-05,POS,Mobile,0.32
T0043371,A000898,2025-08-25,POS,POS,-19.45
T0043372,A000898,2025-08-09,Online,Mobile,-37.12
T0043373,A000898,2025-09-04,POS,Mobile,-73.89
T0043374,A000898,2025-06-07,Salary,Web,2248.98
T0043375,A000898,2025-01-06,POS,Mobile,-74.33
T0043376,A000898,2025-04-02,Transfer,Mobile,-16.05
T0043377,A000898,2025-08-12,Online,Mobile,-28.28
T0043378,A000898,2024-11-27,POS,POS,-73.76
T0043379,A000898,2024-12-08,POS,POS,-42.81
T0043380,A000898,2025-08-18,Bill,Mobile,-144.67
T0043381,A000898,2025-03-01,POS,Web,-16.3
T0043382,A000898,2024-11-28,ATM,POS,-26.83
T0043383,A000898,2024-11-22,Salary,ATM,1128.72
T0043384,A000898,2025-02-11,POS,Mobile,-32.91
T0043385,A000898,2025-06-05,Transfer,Web,-319.11
T0043386,A000898,2025-08-19,Transfer,POS,-401.77
T0043387,A000898,2025-08-25,POS,Web,-71.06
T0043388,A000898,2025-04-04,Transfer,Mobile,186.58
T0043389,A000898,2025-08-27,Online,Mobile,-18.76
T0043390,A000898,2025-03-24,Transfer,Web,-298.76
T0043391,A000898,2025-08-06,Transfer,POS,-107.24
T0043392,A000898,2025-02-16,Bill,POS,-88.53
T0043393,A000898,2025-06-11,Transfer,Branch,-127.25
T0043394,A000898,2025-07-15,ATM,Mobile,-15.14
T0043395,A000898,2024-11-18,Bill,Mobile,-120.37
T0043396,A000898,2025-06-06,Online,Mobile,-41.96
T0043397,A000898,2025-01-14,ATM,POS,-99.93
T0043398,A000898,2024-12-21,Online,Mobile,-46.77
T0043399,A000898,2025-01-20,POS,Mobile,-65.14
T0043400,A000898,2024-11-19,Transfer,Mobile,-137.58
T0043401,A000898,2025-04-23,Online,Web,-27.79
T0043402,A000899,2025-08-30,POS,Mobile,-22.04
T0043403,A000899,2025-09-16,Transfer,Web,-229.03
T0043404,A000899,2024-11-19,Bill,POS,-84.02
T0043405,A000899,2025-07-26,POS,Mobile,-0.49
T0043406,A000899,2025-01-26,Online,ATM,-38.72
T0043407,A000899,2025-08-01,POS,Mobile,-66.67
T0043408,A000899,2025-05-05,POS,POS,-61.49
T0043409,A000899,2025-04-13,POS,Mobile,-63.47
T0043410,A000899,2025-08-24,Transfer,Mobile,101.56
T0043411,A000899,2025-10-05,ATM,Mobile,-17.94
T0043412,A000899,2025-05-05,POS,POS,-33.14
T0043413,A000899,2025-07-20,Online,POS,-13.98
T0043414,A000899,2025-07-21,Refund,Web,20.58
T0043415,A000899,2025-06-21,Transfer,ATM,-431.91
T0043416,A000899,2025-08-03,POS,Mobile,-3.29
T0043417,A000899,2025-08-27,Bill,Web,-81.42
T0043418,A000899,2025-06-03,Interest,Web,3.0
T0043419,A000899,2024-12-11,ATM,Mobile,-19.22
T0043420,A000899,2025-03-26,Online,POS,-72.25
T0043421,A000899,2025-07-10,ATM,Mobile,-52.83
T0043422,A000899,2025-06-10,POS,POS,-39.29
T0043423,A000899,2025-04-15,POS,Mobile,-9.95
T0043424,A000900,2025-01-06,Transfer,POS,357.0
T0043425,A000900,2025-02-15,Online,Mobile,-101.83
T0043426,A000900,2025-10-08,Online,Mobile,14.51
T0043427,A000900,2025-06-26,ATM,Mobile,-102.21
T0043428,A000900,2025-04-06,Online,POS,-117.65
T0043429,A000900,2025-03-13,POS,Mobile,-49.68
T0043430,A000900,2025-10-01,POS,Mobile,-93.85
T0043431,A000900,2024-11-13,POS,Mobile,-40.92
T0043432,A000900,2025-04-22,POS,Branch,-0.2
T0043433,A000900,2025-04-12,POS,POS,-57.21
T0043434,A000900,2025-03-18,POS,Mobile,-89.19
T0043435,A000900,2025-01-27,Online,Mobile,-56.7
T0043436,A000900,2025-05-18,ATM,Mobile,2.96
T0043437,A000900,2025-02-03,POS,Web,-66.74
T0043438,A000900,2025-03-26,POS,Mobile,-104.75
T0043439,A000900,2024-10-24,POS,Mobile,-74.44
T0043440,A000900,2025-04-07,Transfer,POS,17.82
T0043441,A000900,2025-03-29,Bill,Mobile,-29.96
T0043442,A000900,2024-12-16,Online,Mobile,-28.09
T0043443,A000900,2025-05-15,Online,POS,-84.75
T0043444,A000900,2025-03-28,POS,POS,-51.17
T0043445,A000900,2025-08-02,POS,Web,-71.78
T0043446,A000900,2025-03-27,Online,POS,-79.59
T0043447,A000900,2024-11-12,POS,Mobile,5.61
T0043448,A000900,2025-02-23,POS,Mobile,-59.24
T0043449,A000900,2025-01-19,Transfer,POS,-126.86
T0043450,A000900,2024-09-29,Online,Web,-34.03
T0043451,A000900,2025-01-09,Bill,POS,-30.61
T0043452,A000900,2025-09-25,ATM,Web,-40.46
T0043453,A000900,2025-01-04,Transfer,Mobile,94.93
T0043454,A000900,2025-02-14,POS,Mobile,-40.98
T0043455,A000900,2025-04-09,Online,Web,-48.99
T0043456,A000900,2025-03-07,Bill,Mobile,-132.93
T0043457,A000900,2025-01-18,Transfer,Mobile,234.46
T0043458,A000900,2025-10-03,Interest,Mobile,1.71
T0043459,A000900,2025-04-14,POS,POS,-9.83
T0043460,A000900,2025-03-29,Bill,Mobile,-82.29
T0043461,A000900,2025-10-05,POS,Mobile,-76.01
T0043462,A000900,2025-02-04,POS,Mobile,8.67
T0043463,A000900,2024-12-07,Transfer,Mobile,-448.49
T0043464,A000900,2025-02-21,POS,Web,-46.26
T0043465,A000900,2024-11-03,POS,ATM,-61.42
T0043466,A000900,2024-09-27,POS,Web,-69.6
T0043467,A000900,2025-07-23,POS,Mobile,-71.69
T0043468,A000900,2025-09-05,POS,Mobile,-67.48
T0043469,A000900,2024-11-15,ATM,Mobile,-15.01
T0043470,A000900,2025-06-13,Transfer,POS,57.42
T0043471,A000900,2025-04-28,POS,Mobile,-46.9
T0043472,A000900,2024-11-04,Online,Web,-76.59
T0043473,A000900,2025-07-03,Online,Branch,-7.89
T0043474,A000900,2025-02-18,ATM,Mobile,-30.61
T0043475,A000900,2025-06-23,Transfer,Web,-238.63
T0043476,A000900,2024-12-28,Online,POS,-44.17
T0043477,A000900,2025-01-04,POS,Web,-42.58
T0043478,A000900,2024-12-27,Refund,POS,24.31
T0043479,A000900,2025-09-07,Transfer,Mobile,100.36
T0043480,A000900,2025-01-08,ATM,Mobile,-48.29
T0043481,A000900,2025-05-05,Salary,Web,2263.24
T0043482,A000900,2025-04-08,POS,Web,-80.25
T0043483,A000900,2024-10-15,ATM,POS,-118.76
T0043484,A000900,2025-05-20,Transfer,POS,562.21
T0043485,A000900,2025-10-09,Online,Mobile,-74.32
T0043486,A000900,2025-08-10,Online,Mobile,-104.87
T0043487,A000900,2024-12-18,POS,Mobile,-65.07
T0043488,A000900,2024-11-30,POS,POS,-5.78
T0043489,A000900,2025-09-18,Online,Mobile,-44.68
T0043490,A000900,2025-07-30,POS,Mobile,-25.08
T0043491,A000900,2024-09-23,POS,POS,-3.62
T0043492,A000900,2024-12-31,Salary,Web,1386.11
T0043493,A000900,2025-04-28,Interest,POS,3.45
T0043494,A000900,2025-08-24,Fee,Mobile,-25.0
T0043495,A000900,2025-05-06,POS,Mobile,-29.62
T0043496,A000900,2025-03-30,POS,POS,-54.15
T0043497,A000900,2025-04-14,Transfer,POS,-246.9
T0043498,A000900,2025-09-08,Salary,Mobile,2202.53
T0043499,A000900,2025-06-30,Refund,Branch,2.92
T0043500,A000900,2025-05-21,Refund,Web,8.63
T0043501,A000900,2024-11-05,POS,Mobile,-44.36
T0043502,A000900,2025-04-11,POS,Web,-40.12
T0043503,A000900,2025-09-10,Interest,Mobile,4.32
T0043504,A000900,2025-08-16,Online,ATM,-70.43
T0043505,A000900,2024-11-08,POS,Mobile,-44.39
T0043506,A000900,2025-07-05,Online,POS,7.68
T0043507,A000900,2025-05-02,POS,Mobile,-21.66
T0043508,A000900,2024-12-15,Online,Mobile,0.68
T0043509,A000900,2025-05-01,Transfer,Mobile,-72.03
T0043510,A000900,2025-01-31,Salary,Branch,1517.69
T0043511,A000900,2025-04-13,Bill,POS,-60.67
T0043512,A000900,2025-05-21,POS,POS,-102.91
T0043513,A000900,2024-10-18,Online,POS,-0.74
T0043514,A000900,2025-06-20,ATM,Mobile,17.92
T0043515,A000900,2025-09-02,Bill,POS,-144.08
T0043516,A000900,2025-04-22,ATM,Mobile,-63.61
T0043517,A000900,2024-11-17,POS,POS,-82.36
T0043518,A000900,2025-04-09,POS,Mobile,-130.98
T0043519,A000900,2025-04-03,Refund,Mobile,9.75
T0043520,A000900,2024-12-09,Transfer,Web,-219.48
T0043521,A000900,2024-11-19,POS,Web,-31.2
T0043522,A000900,2025-05-04,Refund,Mobile,18.64
T0043523,A000900,2024-11-13,Transfer,POS,134.78
T0043524,A000900,2025-05-18,ATM,Mobile,-53.7
T0043525,A000900,2024-11-16,POS,Mobile,-94.94
T0043526,A000900,2025-04-25,Online,Web,-30.99
T0043527,A000900,2025-03-25,Bill,POS,-31.81
T0043528,A000900,2025-09-17,Online,Mobile,-59.78
T0043529,A000900,2025-07-12,POS,POS,-50.81
T0043530,A000900,2024-12-22,POS,Mobile,-19.14
T0043531,A000900,2025-06-08,Online,Web,-60.68
T0043532,A000900,2025-05-01,POS,POS,-5.39
T0043533,A000900,2025-09-04,POS,Mobile,-50.91
T0043534,A000900,2025-09-02,Transfer,POS,-282.35
T0043535,A000900,2025-02-07,POS,POS,-89.67
T0043536,A000900,2025-06-07,Online,POS,-90.47
T0043537,A000900,2024-11-26,Interest,Mobile,1.76
T0043538,A000901,2024-07-11,Online,ATM,16.09
T0043539,A000901,2024-10-24,Online,ATM,-17.08
T0043540,A000901,2024-12-23,Online,Web,-54.49
T0043541,A000901,2025-05-03,POS,Mobile,-45.2
T0043542,A000901,2024-04-22,POS,ATM,19.9
T0043543,A000901,2025-01-02,Transfer,POS,-631.63
T0043544,A000901,2024-11-18,Bill,Mobile,-85.6
T0043545,A000901,2024-11-29,Salary,Mobile,1384.53
T0043546,A000901,2024-06-16,Transfer,Mobile,-161.18
T0043547,A000901,2025-03-24,POS,POS,-24.39
T0043548,A000901,2024-05-04,ATM,Web,5.82
T0043549,A000901,2024-12-31,Online,Branch,-77.0
T0043550,A000901,2024-10-15,Salary,Mobile,1986.83
T0043551,A000901,2025-01-18,POS,POS,-93.72
T0043552,A000901,2025-09-16,POS,POS,-63.18
T0043553,A000901,2023-12-25,Online,Mobile,-90.17
T0043554,A000901,2024-08-20,POS,Mobile,-22.23
T0043555,A000901,2025-03-25,ATM,POS,-26.66
T0043556,A000901,2024-03-11,POS,Mobile,-39.85
T0043557,A000901,2025-08-28,Online,Mobile,-32.31
T0043558,A000901,2024-05-05,POS,Mobile,-82.64
T0043559,A000901,2025-02-07,POS,Mobile,-33.54
T0043560,A000901,2025-09-08,Transfer,Mobile,-214.23
T0043561,A000901,2024-04-12,Interest,Web,4.36
T0043562,A000901,2025-09-16,Online,Mobile,-38.41
T0043563,A000901,2024-08-05,Transfer,Mobile,-458.29
T0043564,A000901,2025-01-30,POS,POS,-4.94
T0043565,A000901,2025-08-05,Transfer,Mobile,-310.68
T0043566,A000901,2023-11-19,Online,Branch,-26.07
T0043567,A000901,2025-07-18,Salary,Web,2741.68
T0043568,A000901,2024-12-27,Bill,Web,-32.97
T0043569,A000901,2024-02-12,Fee,Web,-15.0
T0043570,A000901,2024-06-10,POS,POS,-36.09
T0043571,A000901,2024-11-07,Interest,Mobile,2.23
T0043572,A000901,2025-07-26,POS,Mobile,-75.44
T0043573,A000901,2025-03-19,POS,ATM,-55.39
T0043574,A000901,2024-11-24,Online,Web,-88.85
T0043575,A000901,2024-09-23,Bill,Mobile,-118.56
T0043576,A000901,2024-02-29,POS,Web,-3.16
T0043577,A000901,2025-03-23,ATM,Mobile,-40.63
T0043578,A000901,2025-03-16,Interest,Mobile,3.03
T0043579,A000901,2024-12-21,POS,Mobile,-92.4
T0043580,A000901,2024-12-06,Online,ATM,3.73
T0043581,A000901,2024-01-04,ATM,Web,8.17
T0043582,A000901,2024-03-28,ATM,Mobile,33.04
T0043583,A000901,2025-01-23,ATM,Mobile,-9.55
T0043584,A000901,2024-03-13,Bill,Web,-84.31
T0043585,A000901,2025-09-16,ATM,Web,-94.54
T0043586,A000901,2025-06-17,Transfer,Mobile,-88.29
T0043587,A000901,2025-06-30,Salary,POS,2552.79
T0043588,A000901,2025-02-14,Transfer,Mobile,-45.19
T0043589,A000901,2025-09-05,POS,Web,-36.27
T0043590,A000901,2025-04-23,Bill,Web,47.79
T0043591,A000901,2025-03-02,POS,Mobile,-35.21
T0043592,A000901,2025-06-09,ATM,Web,-85.0
T0043593,A000902,2025-04-08,POS,POS,-31.83
T0043594,A000902,2025-03-20,POS,Web,-8.9
T0043595,A000902,2025-03-04,POS,POS,-73.13
T0043596,A000902,2025-04-26,ATM,Mobile,-30.2
T0043597,A000902,2025-03-25,Bill,Mobile,-54.0
T0043598,A000902,2025-01-26,Fee,POS,-5.0
T0043599,A000902,2025-01-02,Bill,Web,-160.57
T0043600,A000902,2024-12-14,Online,POS,-83.99
T0043601,A000902,2024-01-20,Fee,Web,-15.0
T0043602,A000902,2024-10-16,POS,POS,-30.23
T0043603,A000903,2025-04-10,Online,Mobile,-75.52
T0043604,A000903,2025-04-21,POS,Mobile,-101.66
T0043605,A000903,2025-07-24,POS,Branch,-19.82
T0043606,A000903,2024-08-20,POS,POS,-74.87
T0043607,A000903,2024-02-02,POS,Mobile,-35.03
T0043608,A000903,2025-08-05,ATM,Mobile,-22.37
T0043609,A000903,2025-01-20,POS,POS,-23.41
T0043610,A000903,2024-01-04,Transfer,POS,-42.06
T0043611,A000903,2025-02-07,Online,Mobile,-22.87
T0043612,A000903,2024-10-01,ATM,Mobile,-101.47
T0043613,A000903,2025-01-25,Interest,POS,1.36
T0043614,A000903,2024-04-19,POS,Mobile,-97.39
T0043615,A000903,2024-07-30,POS,Mobile,-30.79
T0043616,A000903,2025-03-04,Online,Mobile,-6.16
T0043617,A000903,2024-02-15,Fee,Web,-15.0
T0043618,A000903,2025-04-24,POS,Mobile,-12.43
T0043619,A000903,2024-05-17,Online,Mobile,-89.52
T0043620,A000903,2025-05-17,POS,Mobile,-42.13
T0043621,A000903,2024-02-23,Transfer,POS,121.85
T0043622,A000903,2024-03-13,POS,Web,-101.94
T0043623,A000903,2023-12-31,POS,Mobile,6.93
T0043624,A000903,2024-08-30,Salary,POS,1325.25
T0043625,A000903,2024-04-28,Salary,ATM,2527.93
T0043626,A000903,2024-05-10,POS,Mobile,-75.44
T0043627,A000903,2025-06-06,POS,POS,-0.4
T0043628,A000903,2025-05-31,Interest,ATM,2.24
T0043629,A000903,2024-05-15,POS,Web,-29.92
T0043630,A000903,2025-01-30,POS,Web,-76.62
T0043631,A000903,2024-03-24,ATM,Mobile,-67.72
T0043632,A000903,2024-04-27,ATM,Mobile,-140.22
T0043633,A000903,2024-10-27,ATM,Mobile,-44.26
T0043634,A000903,2025-05-06,POS,Web,-71.45
T0043635,A000903,2025-06-15,POS,POS,-60.92
T0043636,A000903,2024-05-14,Online,Mobile,-37.67
T0043637,A000903,2024-02-07,POS,Branch,-32.86
T0043638,A000903,2025-09-22,Transfer,POS,-656.24
T0043639,A000903,2024-02-18,Online,Mobile,-59.0
T0043640,A000903,2025-05-23,ATM,Mobile,-70.73
T0043641,A000903,2025-05-04,Bill,Web,-5.59
T0043642,A000903,2024-02-21,POS,Mobile,-14.23
T0043643,A000903,2024-05-02,Online,Web,-71.91
T0043644,A000903,2024-07-20,POS,Mobile,-37.44
T0043645,A000903,2025-05-18,POS,Web,-4.69
T0043646,A000903,2025-07-16,Online,Web,-100.58
T0043647,A000903,2025-03-20,POS,POS,-23.28
T0043648,A000903,2025-03-23,Online,Mobile,-34.23
T0043649,A000903,2024-11-13,ATM,POS,5.1
T0043650,A000903,2024-01-15,Bill,Mobile,-32.55
T0043651,A000903,2024-03-12,Transfer,Mobile,202.02
T0043652,A000903,2025-01-29,Online,Mobile,-84.52
T0043653,A000903,2025-07-01,POS,POS,-4.51
T0043654,A000903,2025-03-28,Online,Mobile,-26.5
T0043655,A000903,2024-05-12,Fee,Mobile,-10.0
T0043656,A000903,2024-07-24,Online,Mobile,-67.2
T0043657,A000903,2025-08-16,Online,POS,-39.03
T0043658,A000903,2023-12-26,POS,Mobile,-71.01
T0043659,A000903,2024-05-18,Bill,Branch,-56.91
T0043660,A000903,2024-03-14,POS,ATM,-25.18
T0043661,A000904,2025-06-08,Online,POS,-18.16
T0043662,A000904,2024-05-18,POS,POS,-86.91
T0043663,A000904,2024-04-11,Salary,Mobile,2106.59
T0043664,A000904,2024-03-09,Bill,POS,-103.57
T0043665,A000904,2025-03-11,POS,POS,-84.46
T0043666,A000904,2025-04-04,POS,Mobile,-44.85
T0043667,A000904,2025-04-10,Transfer,Mobile,95.73
T0043668,A000904,2024-05-20,POS,Web,21.23
T0043669,A000904,2025-02-10,Online,POS,-81.29
T0043670,A000904,2025-02-12,ATM,Mobile,-69.83
T0043671,A000904,2024-08-19,POS,Mobile,-84.03
T0043672,A000904,2025-02-28,POS,ATM,-12.44
T0043673,A000904,2024-01-17,Fee,Mobile,-10.0
T0043674,A000904,2025-02-12,POS,Web,26.85
T0043675,A000904,2025-05-23,POS,Web,-32.2
T0043676,A000904,2025-02-06,Online,Mobile,-91.1
T0043677,A000904,2024-09-03,Online,ATM,-35.85
T0043678,A000904,2025-01-22,POS,Web,-111.34
T0043679,A000904,2025-06-10,POS,Web,-76.48
T0043680,A000904,2024-09-02,POS,ATM,-87.2
T0043681,A000904,2024-08-14,Transfer,Branch,-290.93
T0043682,A000904,2025-05-20,Transfer,Branch,-644.79
T0043683,A000904,2024-07-15,Fee,POS,-15.0
T0043684,A000904,2024-04-08,Online,Mobile,-22.71
T0043685,A000904,2025-06-16,POS,Mobile,-57.82
T0043686,A000904,2024-02-20,Bill,Mobile,-125.27
T0043687,A000904,2024-03-07,Salary,Mobile,2068.89
T0043688,A000904,2024-09-14,Bill,POS,-99.98
T0043689,A000904,2025-03-02,POS,Web,-53.36
T0043690,A000904,2024-05-28,POS,Mobile,-12.76
T0043691,A000904,2025-05-03,Online,POS,-116.55
T0043692,A000904,2024-11-22,Bill,POS,-95.99
T0043693,A000904,2025-04-21,POS,Web,-28.16
T0043694,A000904,2024-07-14,Transfer,Mobile,-157.49
T0043695,A000904,2024-09-05,POS,Mobile,-9.59
T0043696,A000904,2024-03-05,Salary,Mobile,1382.3
T0043697,A000904,2025-03-27,POS,POS,-16.57
T0043698,A000904,2024-01-29,ATM,Branch,-75.33
T0043699,A000904,2025-03-02,Online,POS,6.29
T0043700,A000904,2024-11-10,Refund,Web,30.29
T0043701,A000904,2025-05-13,Online,Mobile,-120.03
T0043702,A000904,2024-10-29,Salary,Mobile,1477.58
T0043703,A000904,2024-03-04,Online,Mobile,-60.56
T0043704,A000904,2025-04-05,POS,Mobile,-28.08
T0043705,A000904,2024-05-03,POS,Web,-0.31
T0043706,A000904,2024-06-12,ATM,Mobile,-7.96
